index,quote_text
20637,"I didn't know the full dimensions of forever, but I knew it was longer than waiting for Christmas to come."
20807,We are divided of course between liking to feel the past strange and liking to feel it familiar.
20834,I've taken my fun where I've found it;I've rogued an' I've ranged in my time.
20927,"So, timely you came, and well you chose,You came when most needed, my winter rose.From the snow I pluck you, and fondly pressYour leaves 'twixt the leaves of my leaflessness."
20965,"he charm of a half-neglected old garden arises from its having, once upon a time, not been neglected."
20983,"What shall I do to be forever known,And make the age to come my own?"
21004,"Nothing is there to come, and nothing past,But an eternal now does always last."
21008,"His time is forever, everywhere his place."
21067,It is time which imparts strength to all things and brings them to maturity.
21092,I reject a sole time series of the past as an indication of future performance; I need a lot more than data.
21132,"What fools call ""wasting time"" is most often the best investment."
21276,"He held up his watch to sunlight, letting it drink in the wherewithal that was to solar watches what money was to Earth men."
21354,Time is liquid. One moment is no more important than any other and all moments quickly run away.
21437,Who's going to remember all this riff-raff in 10 or 20 years time? No one. Who remembers the names now of the boyars Ivan the Terrible got rid of? No one.
21459,This country is a ritual.
21618,I'm gonna be dating her in ten years.
21651,"Congratulations on being named Time magazine's 'Man of the Year' — you definitely deserve it. As you have probably heard, I'm a big fan of yours!"
21655,let's just talk. I'll give you as much time as you want. I'll tell you what you need to know
21813,"The Times is, it's a great, great American jewel. A world jewel."
