index,quote_text
9135,"The friendships of the world are oft Confederacies in vice, or leagues of pleasure; Ours has severest virtue for its basis, And such a friendship ends not but with life."
9160,"Justice discards party, friendship, kindred, and is therefore always represented as blind."
9248,"Love, then, hath every bliss in store; 'Tis friendship, and 'tis something more. Each other every wish they give; Not to know love is not to live."
9253,From wine what sudden friendship springs!
9358,"Large was his bounty, and his soul sincere, Heav'n did a recompense as largely send: He gave to Mis'ry all he had, a tear, He gained from Heav'n ('twas all he wished) a friend."
9447,"My visits to you may possibly be misunderstood by my friends; but I hope you know, Mr. Addington, that I have an unpurchasable mind."
9502,"If it is abuse,—why one is always sure to hear of it from one damned goodnatured friend or another!"
9602,"Think on this doctrine,—that reasoning beings were created for one another's sake; that to be patient is a branch of justice, and that men sin without intending it."
9671,"Every being ought to do that which is according to its constitution; and all other things have been constituted for the sake of the superior, but the rational for the sake of one another."
9697,Men exist for the sake of one another. Teach them then or bear with them. (Long translation)
9842,The best way to find yourself is to lose yourself in the service of others.
9867,"The pleasures of friendship, of unreserved conversation, of similarity of taste and opinions will make good amends for orange wine."
9879,"There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature."
9904,"Business, you know, may bring money, but friendship hardly ever does."
9922,Kipps was unprepared for the unpleasant truth; that the path of social advancement is and must be strewn with broken friendships.
9986,Personal relations are the important thing for ever and ever and not this outer life of telegrams and anger.
9995,"I hate the idea of causes, and if I had to choose between betraying my country and betraying my friend I hope I should have the guts to betray my country."
10044,"I am sorry that my convictions do not allow me to repeat my friend's offer, said one of the others. But I have had to abandon the humanitarian and egalitarian fancies. His name was Mr. Neo-Classical."
10049,"Mr. Sensible learned only catchwords from them. He could talk like Epicurus of spare diet, but he was a glutton. He had from Montaigne the language of friendship, but no friend."
10086,"We live, in fact, in a world starved for solitude, silence, and privacy: and therefore starved for meditation and true friendship."
10121,"Friendship, I have said, is born at the moment when one man says to another ""What! You too? I thought that no one but myself..."""
10177,A bottle of wine was good company.
10256,Everybody is friends when things are bad enough.
10302,"Sir, more than kisses, letters mingle souls; For, thus friends absent speak."
10406,"Their friendship was at an end, it seemed to him. The evil time when he had lived on Ravelston had spoiled everything. Charity kills friendship."
10538,"I was angry with my friend:I told my wrath, my wrath did end.I was angry with my foe:I told it not, my wrath did grow."
10567,"And throughout all eternityI forgive you, you forgive me."
10579,Half Friendship is the bitterest Enmity...
10582,"I am not a God afar off, I am a brother and friend;Within your bosoms I reside, and you reside in me:Lo! we are One; forgiving all Evil; Not seeking recompense!"
10589,SUCH VISIONS HAVE APPEARD TO ME AS I MY ORDERD RACE HAVE RUN JERUSALEM IS NAMED LIBERTY AMONG THE SONS OF ALBION
10593,It is easier to forgive an Enemy than to forgive a Friend.
10614,"""My friends!"", cried the elephant. ""Tell me! Do tell! Are you safe? Are you sound? Are you whole? Are you well?"""
10618,In the places I go there are things that I see That I never could spell if I stopped with the Z. I'm telling you this 'cause you're one of my friends. My alphabet starts where your alphabet ends!
10695,"I love my gay male friends, but when I was a little girl, I always used to wish that I would be constantly surrounded by gorgeous guys, and I am, and I should have been more specific."
10813,"In battle...enemies can't break your spirit, only friends can. (p273)"
10895,"To know of someone here and there whom we accord with, who is living on with us, even in silence — this makes our earthly ball a peopled garden."
10958,Far more important than a good remuneration is the pride of serving one's neighbor.
11173,It is the mark of a modest man to accept his friendly circle ready-made from the hands of opportunity.
11213,"What renders man an imaginative and moral being is that in society he gives new aims to his life which could not have existed in solitude: the aims of friendship, religion, science, and art."
11247,Friendship is almost always the union of a part of one mind with the part of another; people are friends in spots.
11255,"... I once shook hands with Longfellow at a garden party in 1881; and I often saw Dr. Holmes, who was our neighbor in Beacon Street: but Emerson I never saw."
11297,I find my familiarity with thee has bred contempt.
11475,"India wants to avoid a war at all costs but it is not a one-sided affair, you cannot shake hands with a clenched fist."
